sample_id,dataset_source,subset,image_filename,image_path,file_sha256,width,height,channels,blur_variance,brightness_mean,contrast_std,r_mean,g_mean,b_mean,r_std,g_std,b_std,h_mean,s_mean,v_mean,lab_l_mean,lab_a_mean,lab_b_mean,ground_truth_drug,drug_family,concentration,cutting_agent,presumptive_label,device,lighting,lab_confirmation,is_duplicate,split
BLINDED_GPN,PMC7332374_NIHMS1576105_idPAD,blinded_study,image153.jpeg,storage/processed_images/idpad/image153.jpeg,20dceed3f73afe7709dbda565f35d0d1a30d221724e8f57fe72ebe81297db1b7,303,170,3,2654.0,203.06,57.15,202.27,203.53,202.65,58.65,56.83,56.68,45.6,10.33,205.89,207.08,127.55,128.3,Methamphetamine,METHAMPHETAMINE,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_GTQ,PMC7332374_NIHMS1576105_idPAD,blinded_study,image154.jpeg,storage/processed_images/idpad/image154.jpeg,f21cf7b8804e1d6f688f5eed25856c9df4b41f39c2aa56b7e2495b1bed77ba58,302,170,3,2712.14,206.57,53.12,204.05,207.2,209.82,55.08,52.63,52.97,73.07,14.4,212.26,210.6,127.51,126.34,Methamphetamine,METHAMPHETAMINE,25%,Dimethyl Sulfone (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_GX3,PMC7332374_NIHMS1576105_idPAD,blinded_study,image155.jpeg,storage/processed_images/idpad/image155.jpeg,71fc94ed30a839236ca509ed4e56d292d10559ba9450b43886c251586433fe66,310,174,3,2450.02,207.99,51.66,207.07,208.55,207.41,52.65,51.39,53.02,49.99,13.98,212.41,211.96,127.39,128.42,Cocaine HCl,COCAINE_SERIES,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_H8G,PMC7332374_NIHMS1576105_idPAD,blinded_study,image158.jpeg,storage/processed_images/idpad/image158.jpeg,29e2d79dc365b75b5ef4e2068a9c94be0d042d05bc15a27a0022a06ca736a5cc,305,171,3,2519.72,194.16,60.38,192.94,194.37,196.33,60.85,60.17,61.91,64.75,13.78,199.31,198.47,127.96,126.9,Methamphetamine,METHAMPHETAMINE,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_HDH,PMC7332374_NIHMS1576105_idPAD,blinded_study,image159.jpeg,storage/processed_images/idpad/image159.jpeg,7a1957e4f8b00aa38b48e1781c0816910fb6e77d95ac123b924e1b25219e2dcf,305,171,3,2508.92,195.16,63.37,197.84,195.19,187.94,62.31,63.38,67.82,26.19,22.14,199.3,199.24,127.81,132.23,Methamphetamine,METHAMPHETAMINE,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_HJJ,PMC7332374_NIHMS1576105_idPAD,blinded_study,image161.jpeg,storage/processed_images/idpad/image161.jpeg,bb4254788467ebde5bd4dc12e1f53f32b5a884f81c9544995cf0e0c48e32ddce,317,179,3,2598.23,206.28,53.68,202.32,207.47,210.51,56.84,52.78,53.7,70.99,18.37,213.26,210.54,126.94,125.96,Heroin,HEROIN_OPIOID,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_J43,PMC7332374_NIHMS1576105_idPAD,blinded_study,image162.jpeg,storage/processed_images/idpad/image162.jpeg,05c0696ed54c7ce67551b22a91854a7e40059bf56cc184b4ecd176ad9756bb8f,296,166,3,2683.07,201.42,57.14,200.22,201.69,203.13,58.4,56.87,57.11,63.1,12.65,205.69,205.49,127.88,127.12,Heroin,HEROIN_OPIOID,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_J95,PMC7332374_NIHMS1576105_idPAD,blinded_study,image163.jpeg,storage/processed_images/idpad/image163.jpeg,60026ddcc5c5cee9003a4888f596af761e291deae3c4b3cbcce47bffb3bc90f7,313,176,3,2781.18,199.66,58.69,199.66,200.1,197.29,59.81,58.44,59.05,32.15,13.0,202.79,203.85,127.5,129.41,Crack Cocaine 1,COCAINE_SERIES,100%,Cut with Nicotinamide,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_JAY,PMC7332374_NIHMS1576105_idPAD,blinded_study,image164.jpeg,storage/processed_images/idpad/image164.jpeg,3c7bc2768ac536e901806d4966031127c43b117b919ff2ca635c381d0c006df0,286,161,3,3017.61,192.01,62.7,191.91,192.43,190.16,63.05,62.46,65.2,50.27,15.91,195.73,196.39,127.51,129.12,Methamphetamine,METHAMPHETAMINE,25%,Dimethyl Sulfone (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_JEM,PMC7332374_NIHMS1576105_idPAD,blinded_study,image165.jpeg,storage/processed_images/idpad/image165.jpeg,9109a01db20a4f2b04587950bcb19a17bae025a21a3470082ccc23db8ea4b023,290,163,3,3056.41,188.43,64.32,190.46,188.58,182.29,64.09,64.22,66.64,25.24,18.09,191.74,192.86,127.62,131.58,None,NEGATIVE_CUTTING_AGENT,0%,Lactose (100%),PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_JG2,PMC7332374_NIHMS1576105_idPAD,blinded_study,image166.jpeg,storage/processed_images/idpad/image166.jpeg,b8128cab4144c65627c7c128890f38cb5ab1cdb568d901ef8a43d4f2eec718ad,298,167,3,2589.4,200.01,56.6,199.95,200.32,198.52,57.5,56.48,56.85,36.93,11.78,203.11,204.27,127.71,128.89,None,NEGATIVE_CUTTING_AGENT,0%,Lactose (100%),PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_JHJ,PMC7332374_NIHMS1576105_idPAD,blinded_study,image167.jpeg,storage/processed_images/idpad/image167.jpeg,62d03de5b80ae5c68051875041299a8f7f3f7d82fdd10dfb0e401dd9ed209454,296,167,3,2799.93,202.64,57.6,204.44,202.84,196.92,57.13,57.62,60.41,30.53,16.05,206.02,206.59,127.62,131.29,None,NEGATIVE_CUTTING_AGENT,0%,Dimethyl Sulfone (100%),PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_JKL,PMC7332374_NIHMS1576105_idPAD,blinded_study,image168.jpeg,storage/processed_images/idpad/image168.jpeg,d89c3681e776584b7c33df7230a486ddd4148707008d13c1f4062bec517f31b3,302,170,3,2082.72,191.06,63.7,189.85,191.36,192.59,63.43,63.57,66.43,57.73,15.57,196.14,195.33,127.8,127.3,None,NEGATIVE_CUTTING_AGENT,0%,Dimethyl Sulfone (100%),PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_JTB,PMC7332374_NIHMS1576105_idPAD,blinded_study,image169.jpeg,storage/processed_images/idpad/image169.jpeg,d3bd0e8d0a1b25417bc16178309bd67bd221ec984df578e8384ebcfa225035c8,298,168,3,2760.67,198.09,57.34,196.77,198.63,198.81,58.17,57.01,58.43,64.42,11.93,201.94,202.44,127.43,127.73,Heroin,HEROIN_OPIOID,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_K67,PMC7332374_NIHMS1576105_idPAD,blinded_study,image170.jpeg,storage/processed_images/idpad/image170.jpeg,d9e61e039c9fc64e5785ff1a38a47234f526109386c572f13ed8085ad959c5ca,292,164,3,2685.56,197.69,57.39,196.79,198.31,196.86,58.92,57.06,57.18,41.02,12.41,200.81,202.14,127.37,128.56,Cocaine HCl,COCAINE_SERIES,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_K8S,PMC7332374_NIHMS1576105_idPAD,blinded_study,image172.jpeg,storage/processed_images/idpad/image172.jpeg,52970bc8b1f1f9117a22d8f9c103801dfbb0de56dd9ada36ab8f9b0103b4e37f,297,167,3,2746.91,203.11,55.48,202.78,203.53,201.81,56.09,55.34,56.07,39.32,10.15,205.81,207.19,127.53,128.79,Methamphetamine,METHAMPHETAMINE,50%,Dimethyl Sulfone (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_KFW,PMC7332374_NIHMS1576105_idPAD,blinded_study,image174.jpeg,storage/processed_images/idpad/image174.jpeg,e08952b11a8e4efe027f49804e981b2a6e41fb503a1c9fb7e3dfbeb8d7ff83ed,300,169,3,2737.35,206.12,54.93,204.2,206.65,208.27,55.84,54.8,55.22,63.09,11.98,210.49,210.0,127.56,126.93,None,NEGATIVE_CUTTING_AGENT,0%,Lactose (100%),PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_KNX,PMC7332374_NIHMS1576105_idPAD,blinded_study,image175.jpeg,storage/processed_images/idpad/image175.jpeg,b427025a6964951a556f35d0659baef3cfaffcf329eda6b2ea2b5b39342e4159,304,171,3,2640.04,199.37,56.8,198.04,200.1,199.16,57.57,56.53,57.91,57.37,12.04,203.0,203.73,127.17,128.26,Methamphetamine,METHAMPHETAMINE,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_KPX,PMC7332374_NIHMS1576105_idPAD,blinded_study,image176.jpeg,storage/processed_images/idpad/image176.jpeg,186ac7298b6c99786c819f417ebdae2cbea6f896409c0ffb0173b4b57aec1382,305,172,3,2598.03,202.25,54.72,200.22,202.74,204.95,55.62,54.51,55.09,60.79,13.44,207.42,206.42,127.63,126.62,Heroin,HEROIN_OPIOID,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_KQD,PMC7332374_NIHMS1576105_idPAD,blinded_study,image177.jpeg,storage/processed_images/idpad/image177.jpeg,9934a0a2b92623e77fdf3e29ed599fa916bf07ecd45c099d6417cc7ac9126a8b,316,178,3,2441.21,205.42,54.05,204.9,206.21,202.63,54.85,53.61,57.16,48.98,18.75,210.5,209.56,127.03,129.72,Cocaine HCl,COCAINE_SERIES,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_L3T,PMC7332374_NIHMS1576105_idPAD,blinded_study,image179.jpeg,storage/processed_images/idpad/image179.jpeg,4d4fbb034edb53365022a0cbf93a4bddd5cfefb706089b1bf5d84833e7ca0684,305,172,3,2336.94,204.48,53.62,206.96,204.42,198.28,53.11,53.71,57.04,31.67,18.14,208.97,208.53,127.95,131.5,Heroin,HEROIN_OPIOID,50%,Lactose (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_L4A,PMC7332374_NIHMS1576105_idPAD,blinded_study,image180.jpeg,storage/processed_images/idpad/image180.jpeg,11b7df539f7c6063a8e1ef9e16d130ad34451c3e947bb98ba7c08ce64d0ba545,305,171,3,2234.9,198.27,57.61,197.31,198.96,197.21,57.98,57.31,60.03,53.99,15.15,202.64,202.65,127.18,128.75,None,NEGATIVE_CUTTING_AGENT,0%,Lactose (100%),PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_LBN,PMC7332374_NIHMS1576105_idPAD,blinded_study,image181.jpeg,storage/processed_images/idpad/image181.jpeg,b3fe3336f8aca094418b6bcd7ad82285edbc0a17bbc0a50e5a0a294e57e412f1,308,173,3,2669.05,200.62,57.26,200.56,200.96,198.91,58.08,57.09,57.39,34.77,9.79,203.05,204.76,127.6,129.0,Methamphetamine,METHAMPHETAMINE,50%,Dimethyl Sulfone (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_LUL,PMC7332374_NIHMS1576105_idPAD,blinded_study,image185.jpeg,storage/processed_images/idpad/image185.jpeg,0ff7e1f7ad71b88b5c987b33e9e263e0a44af8fe2b0a8d3c22d4d1a81305a78e,299,168,3,2242.06,199.26,57.32,196.89,199.88,202.11,58.54,56.94,57.79,61.06,13.26,204.18,203.53,127.48,126.55,Cocaine HCl,COCAINE_SERIES,50%,Lactose (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_LVA,PMC7332374_NIHMS1576105_idPAD,blinded_study,image186.jpeg,storage/processed_images/idpad/image186.jpeg,11395ebdc120cd54fe690e471448f02f51d7d099e8eefe7dd7be6660984885ab,316,178,3,2194.97,206.6,51.9,205.22,206.87,208.69,53.31,51.7,51.61,62.93,12.31,211.32,210.57,127.88,126.9,Cocaine HCl,COCAINE_SERIES,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_LWK,PMC7332374_NIHMS1576105_idPAD,blinded_study,image187.jpeg,storage/processed_images/idpad/image187.jpeg,7b592560c59bdd024adc95ca237a0be95ad589c33cf3d4236c8d383061a927e6,306,172,3,2811.28,196.62,60.58,197.06,197.03,193.24,61.4,60.37,61.62,33.65,14.51,199.84,200.87,127.49,129.98,Cocaine HCl,COCAINE_SERIES,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_MAD,PMC7332374_NIHMS1576105_idPAD,blinded_study,image189.jpeg,storage/processed_images/idpad/image189.jpeg,7f979cf1a9347d42a0956b6f4b7d5b29749e760ac61630202db2c8c8d01abb23,306,172,3,2352.81,198.64,56.55,197.47,198.97,200.0,56.96,56.38,58.07,61.28,12.53,203.15,202.94,127.74,127.35,Heroin,HEROIN_OPIOID,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_MB5,PMC7332374_NIHMS1576105_idPAD,blinded_study,image190.jpeg,storage/processed_images/idpad/image190.jpeg,b465c86949da3029cfc17cf18a6704a282614ac4ed47bdbc1d58b6d6aac910d1,299,168,3,2706.01,199.49,57.02,200.16,199.77,196.22,58.25,56.79,56.93,28.6,13.99,202.9,203.77,127.67,129.88,Methamphetamine,METHAMPHETAMINE,50%,Dimethyl Sulfone (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_MCP,PMC7332374_NIHMS1576105_idPAD,blinded_study,image192.jpeg,storage/processed_images/idpad/image192.jpeg,f05b9a7d42a07121f959999e15b8b99e727b119eaaf4d3ee000e5f33b35ec5d0,300,169,3,2110.65,192.15,61.26,190.24,192.79,193.76,61.65,61.01,63.15,60.63,14.47,197.11,196.65,127.36,127.26,None,NEGATIVE_CUTTING_AGENT,0%,Lactose (100%),PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_MJ4,PMC7332374_NIHMS1576105_idPAD,blinded_study,image194.jpeg,storage/processed_images/idpad/image194.jpeg,d9a1bab6d2b673bfe5b12ba895115c15d5d2b1b3ddf05e495d52968e2919cc9d,301,169,3,2735.42,199.21,56.8,199.01,199.74,196.94,58.07,56.51,56.98,34.0,12.59,202.25,203.58,127.41,129.35,Cocaine HCl,COCAINE_SERIES,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_MTJ,PMC7332374_NIHMS1576105_idPAD,blinded_study,image195.jpeg,storage/processed_images/idpad/image195.jpeg,d9d2651b240414e80ba8b7062bcfd30d44d7a2ca2a62cd416e7d332796154d13,302,170,3,2767.23,199.53,58.71,199.01,199.67,200.18,59.22,58.64,59.29,57.38,11.4,203.39,203.56,127.97,127.7,Heroin,HEROIN_OPIOID,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_N2D,PMC7332374_NIHMS1576105_idPAD,blinded_study,image197.jpeg,storage/processed_images/idpad/image197.jpeg,3d18e4038f4c1a6f708fd9b49c008722bf691502d6880b498e92bda0f05d805b,313,176,3,2466.77,193.03,59.0,189.81,193.98,196.34,60.3,58.57,59.7,68.05,16.03,198.78,197.73,127.1,126.34,Heroin,HEROIN_OPIOID,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_NA4,PMC7332374_NIHMS1576105_idPAD,blinded_study,image198.jpeg,storage/processed_images/idpad/image198.jpeg,033c85e52d0744974d85948f69ba37d74bd743ee1288237834d8e64396d3f9d4,295,166,3,2504.88,208.2,54.05,210.02,208.15,203.59,53.63,54.14,56.24,26.55,13.09,211.39,211.85,127.95,130.58,None,NEGATIVE_CUTTING_AGENT,0%,Lactose (100%),PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_NBR,PMC7332374_NIHMS1576105_idPAD,blinded_study,image199.jpeg,storage/processed_images/idpad/image199.jpeg,781999423ab8ceeb5e9a7c41de7271aba2e025c68be3ed014405c981a458e98b,284,160,3,2472.01,195.07,59.91,191.91,196.01,198.45,60.87,59.59,60.65,65.18,14.71,200.47,199.57,127.1,126.3,None,NEGATIVE_CUTTING_AGENT,0%,Dimethyl Sulfone (100%),PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_NV3,PMC7332374_NIHMS1576105_idPAD,blinded_study,image200.jpeg,storage/processed_images/idpad/image200.jpeg,5c8d06a0c110ddbbf56a34ba30aac43579b58caebe91c9d440704c2e291caf41,298,168,3,2969.09,203.32,57.15,201.04,203.98,205.84,58.1,56.94,57.24,60.86,11.76,207.66,207.3,127.42,126.72,Heroin,HEROIN_OPIOID,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_NVV,PMC7332374_NIHMS1576105_idPAD,blinded_study,image201.jpeg,storage/processed_images/idpad/image201.jpeg,a2de91aa5deb93dbf00dad8a857111dec4e8e60365942091dc70222fc3186bbe,316,177,3,2127.79,187.81,63.79,185.04,188.6,190.9,65.21,63.24,64.76,65.18,16.49,193.41,192.48,127.31,126.46,Cocaine HCl,COCAINE_SERIES,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_OOO,PMC7332374_NIHMS1576105_idPAD,blinded_study,image202.jpeg,storage/processed_images/idpad/image202.jpeg,5ce29e3f69329f2b55b9ba1c53166881e2da2dab6183674a4dd9b13c59c66db0,296,167,3,2628.89,203.51,53.7,201.22,204.01,206.81,55.44,53.27,53.74,75.95,13.62,208.87,207.7,127.63,126.28,Cocaine HCl,COCAINE_SERIES,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_P3H,PMC7332374_NIHMS1576105_idPAD,blinded_study,image203.jpeg,storage/processed_images/idpad/image203.jpeg,729cd4d7e340e9767a0d52e0ef18cb370cdffdf37752eeb85db28cb205d49add,299,168,3,2594.54,189.49,63.92,187.17,190.18,191.93,65.2,63.4,65.02,63.2,14.73,194.55,193.99,127.38,126.8,Cocaine HCl,COCAINE_SERIES,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_P5D,PMC7332374_NIHMS1576105_idPAD,blinded_study,image204.jpeg,storage/processed_images/idpad/image204.jpeg,7451143e83125adaa71e2a3733601f0c2caae4d108e68115c190df8efd97f087,297,167,3,2650.97,199.25,57.44,200.71,199.38,194.65,57.5,57.35,59.24,28.16,14.08,202.39,203.43,127.71,130.62,Methamphetamine,METHAMPHETAMINE,50%,Dimethyl Sulfone (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_P5R,PMC7332374_NIHMS1576105_idPAD,blinded_study,image205.jpeg,storage/processed_images/idpad/image205.jpeg,d98abf2136bb903bf1904a431977f64164940ee84b7d1129e117c5310fa65dcc,310,174,3,2279.22,198.54,57.72,195.89,199.37,201.26,58.5,57.48,59.16,57.73,17.31,204.72,202.93,127.28,126.71,Heroin,HEROIN_OPIOID,50%,Lactose (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_P6V,PMC7332374_NIHMS1576105_idPAD,blinded_study,image206.jpeg,storage/processed_images/idpad/image206.jpeg,629d1299375bdab43ae51a00e9325462e0a362aa9e918e5e18116223d76d4516,290,163,3,3345.23,205.23,56.08,203.91,205.72,206.17,56.76,55.91,56.58,58.89,10.3,208.78,209.05,127.52,127.54,None,NEGATIVE_CUTTING_AGENT,0%,Dimethyl Sulfone (100%),PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_P8S,PMC7332374_NIHMS1576105_idPAD,blinded_study,image207.jpeg,storage/processed_images/idpad/image207.jpeg,559a7f5cbef277b22cdf53a65d5e5d7a2698b7f5ab5a40a8fb2e497df6b7d1ea,287,161,3,2960.26,199.97,57.11,198.19,200.73,200.58,58.47,56.74,57.38,54.93,11.14,203.23,204.28,127.19,127.79,Cocaine HCl,COCAINE_SERIES,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_PE6,PMC7332374_NIHMS1576105_idPAD,blinded_study,image208.jpeg,storage/processed_images/idpad/image208.jpeg,027e99b3654e28405a991cd1e16e5faecac8d74e1a9d5f8e6484d7c86bee9b82,290,163,3,2560.37,196.19,60.63,197.1,196.67,191.22,60.07,60.64,64.51,40.04,20.59,200.61,200.53,127.35,130.97,Heroin,HEROIN_OPIOID,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_Q69,PMC7332374_NIHMS1576105_idPAD,blinded_study,image214.jpeg,storage/processed_images/idpad/image214.jpeg,0953923151de3b250cde1414c49d63ec7cab33f1435b54be67245c029d3f224f,299,168,3,2432.46,187.4,64.51,184.99,187.91,191.03,65.11,64.23,65.89,70.06,15.15,193.13,191.9,127.65,126.12,Crack Cocaine 2,COCAINE_SERIES,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_Q6B,PMC7332374_NIHMS1576105_idPAD,blinded_study,image215.jpeg,storage/processed_images/idpad/image215.jpeg,03f81a8269b187da706294f02df66b0594bf611a033cd1d2971871d5656cb8c0,306,172,3,3014.43,197.39,59.22,195.78,198.67,194.85,60.29,58.47,62.64,52.18,19.3,201.91,201.95,126.35,129.72,Crack Cocaine 1,COCAINE_SERIES,100%,Cut with Nicotinamide,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_QAE,PMC7332374_NIHMS1576105_idPAD,blinded_study,image216.jpeg,storage/processed_images/idpad/image216.jpeg,263009eb21bb5f1be6ec374fa03330ccf9e778d5751fa7ea9a0769a3b88782e0,300,169,3,2780.5,202.75,54.01,201.38,203.53,202.27,55.32,53.65,54.59,51.11,10.82,205.81,207.08,127.13,128.41,Cocaine HCl,COCAINE_SERIES,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_QFH,PMC7332374_NIHMS1576105_idPAD,blinded_study,image217.jpeg,storage/processed_images/idpad/image217.jpeg,457144d2ec35731860b61629f2310868f71f12545e8a3e74ccf571e8c2d86eea,298,168,3,2555.99,195.63,58.23,196.34,196.16,190.89,58.22,58.22,59.84,32.11,13.81,198.48,200.13,127.19,130.76,Heroin,HEROIN_OPIOID,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_QMR,PMC7332374_NIHMS1576105_idPAD,blinded_study,image218.jpeg,storage/processed_images/idpad/image218.jpeg,1860a637c5b77beeadc76b49e66d1d417cacda586f1111763a66df81cc39cbc2,299,168,3,2459.28,199.14,57.55,197.17,199.62,201.67,58.34,57.47,57.76,63.07,13.9,204.19,203.38,127.64,126.69,Crack Cocaine 2,COCAINE_SERIES,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
